Kelime | Kelimenin Frekansi | Most Likely Tag
brocade | 2 | 8.502678343678259e-05
brocklin | 2 | 0.00019890601690701143
broglio | 2 | 0.00019890601690701143
broke | 13 | 0.0037637521713954833
broken | 7 | 0.001665080875356803
brokers | 2 | 0.0002247443532981234
broncs | 2 | 0.0032310177705977385
bronx | 5 | 0.0004972650422675286
bronze | 2 | 0.00010253255408592229
brooding | 3 | 0.001185302252074279
brook | 2 | 0.00025144581342720644
brooklyn | 6 | 0.0008203445447087777
brooks | 6 | 0.0005967180507210343
brother | 14 | 0.0005526740923390869
brothers | 7 | 0.006756756756756757
brought | 40 | 0.14285714285714285
brown | 21 | 0.004922067268252666
browning | 3 | 0.0002983590253605172
broxodent | 2 | 0.00019890601690701143
bruce | 3 | 0.0002983590253605172
brush | 5 | 0.0006157635467980296
brushing | 2 | 8.502678343678259e-05
bryan | 3 | 0.0002983590253605172
buchheister | 6 | 0.0005967180507210343
buckley | 6 | 0.0035335689045936395
bucks | 2 | 0.0035335689045936395
bud | 5 | 0.00039781203381402286
budapest | 5 | 0.0008203445447087777
buddy | 3 | 0.00273224043715847
budget | 31 | 0.00546448087431694
budgeted | 2 | 0.0004757373929590866
budgets | 2 | 0.0002247443532981234
buff | 2 | 0.00010253255408592229
buffalo | 6 | 0.0002983590253605172
buffer | 2 | 8.502678343678259e-05
buffet | 3 | 0.00012754017515517388
build | 16 | 0.003284072249589491
build-up | 2 | 8.502678343678259e-05
builders | 9 | 0.0032310177705977385
builders' | 2 | 0.029850746268656716
building | 22 | 0.0039510075069142635
buildings | 7 | 0.006756756756756757
builds | 3 | 0.0021660649819494585
built | 7 | 0.0014272121788772598
bulba | 2 | 0.0016406890894175555
bulk | 2 | 8.502678343678259e-05
bull | 2 | 8.502678343678259e-05
bull's-eye | 2 | 8.502678343678259e-05
bulloch | 2 | 0.00019890601690701143
bundle | 5 | 0.00273224043715847
bundles | 3 | 0.0003371165299471851
bunker | 3 | 0.00012754017515517388
bunt | 2 | 8.502678343678259e-05
burden | 13 | 0.0005526740923390869
bureau | 6 | 0.0005028916268544129
burgess | 2 | 0.00019890601690701143
burglary | 2 | 8.502678343678259e-05
buried | 4 | 0.0009514747859181732
burke | 4 | 0.00039781203381402286
burkes | 2 | 0.006153846153846154
burl | 2 | 8.502678343678259e-05
burlesque | 2 | 0.00010253255408592229
burma | 7 | 0.0035335689045936395
burman | 2 | 0.00019890601690701143
burned | 5 | 0.0011893434823977164
burns | 6 | 0.0007220216606498195
burst | 2 | 0.00028951939779965256
bus | 15 | 0.0006377008757758694
busch | 2 | 0.0016406890894175555
buses | 5 | 0.0005618608832453085
bush | 3 | 0.0002983590253605172
bushes | 2 | 0.0002247443532981234
busily | 3 | 0.0006345177664974619
business | 73 | 0.00819672131147541
businesses | 2 | 0.0002247443532981234
businessman | 2 | 8.502678343678259e-05
businessmen | 2 | 0.0002247443532981234
bust | 2 | 0.00025144581342720644
buster | 2 | 0.00019890601690701143
busy | 6 | 0.0006151953245155337
but | 685 | 0.12205090098458109
butchery | 3 | 0.00012754017515517388
butler | 2 | 0.00019890601690701143
butlers | 2 | 0.003076923076923077
butter | 2 | 8.502678343678259e-05
buy | 12 | 0.0024630541871921183
buying | 6 | 0.001185302252074279
buys | 4 | 0.002888086642599278
by | 929 | 0.048469117491259664
by-laws | 2 | 0.0002247443532981234
byrd | 3 | 0.0002983590253605172
byrd's | 3 | 0.0055762081784386614
byron | 3 | 0.0002983590253605172
c | 7 | 0.0016406890894175555
c. | 40 | 0.003878667329686723
cab | 4 | 0.00017005356687356519
cabin | 2 | 0.00025144581342720644
cabinet | 7 | 0.0005028916268544129
cable | 2 | 0.00020525451559934318
cadenza | 2 | 8.502678343678259e-05
cadet | 2 | 8.502678343678259e-05
cafe | 4 | 0.00025144581342720644
cafes | 4 | 0.006756756756756757
cafeteria | 2 | 0.00025144581342720644
cake | 3 | 0.00012754017515517388
caldwell | 2 | 0.00019890601690701143
calendar | 5 | 0.00021256695859195646
caliber | 2 | 8.502678343678259e-05
calif. | 9 | 0.0008950770760815514
california | 18 | 0.005742411812961444
california's | 2 | 0.0037174721189591076
calisthenics | 2 | 0.0002247443532981234
call | 25 | 0.0028735632183908046
called | 69 | 0.009990485252140819
callers | 2 | 0.0002247443532981234
calling | 11 | 0.00434610825760569
calls | 26 | 0.05084745762711865
calm | 6 | 0.00041013021634368914
calvary | 2 | 0.00019890601690701143
cambridge | 3 | 0.0008203445447087777
came | 75 | 0.021713954834973945
camera | 8 | 0.00029759374202873904
cameras | 4 | 0.0004494887065962468
camp | 6 | 0.0005028916268544129
campaign | 32 | 0.0012328883598333475
campaigning | 3 | 0.0007902015013828526
campaigns | 4 | 0.0004494887065962468
camps | 2 | 0.0002247443532981234
campus | 5 | 0.00273224043715847
camusfearna | 4 | 0.00039781203381402286
can | 239 | 0.11694747274529237
can't | 28 | 0.2641509433962264
canada | 6 | 0.0035335689045936395
canadian | 3 | 0.001697792869269949
cancel | 2 | 0.00041050903119868636
cancer | 3 | 0.0008203445447087777
candid | 2 | 0.00020506510817184457
candidacy | 4 | 0.00017005356687356519
candidate | 22 | 0.0009352946178046085
candidates | 20 | 0.002247443532981234
candle | 3 | 0.00273224043715847
candy | 3 | 0.00012754017515517388
cane | 4 | 0.00017005356687356519
cannery | 14 | 0.0005951874840574781
cannon | 3 | 0.0002983590253605172
cannot | 44 | 0.41509433962264153
cans | 3 | 0.0003371165299471851
canvas | 3 | 0.00012754017515517388
canvases | 2 | 0.0002247443532981234
canvassers | 2 | 0.0002247443532981234
capable | 9 | 0.0009227929867733005
capacity | 7 | 0.00029759374202873904
cape | 8 | 0.0020115665074176515
capital | 10 | 0.00038262052546552165
capitalism | 3 | 0.00025144581342720644
capitalist | 2 | 0.00010253255408592229
capitol | 11 | 0.002514458134272064
caps | 2 | 0.0002247443532981234
capt. | 2 | 0.0005028916268544129
captain | 5 | 0.00025144581342720644
captive | 2 | 0.00010253255408592229
capture | 2 | 0.00041050903119868636
captured | 2 | 0.0004757373929590866
car | 63 | 0.00273224043715847
carbondale | 2 | 0.0008203445447087777
carcass | 3 | 0.00012754017515517388
card | 2 | 8.502678343678259e-05
cardinal | 5 | 0.0007543374402816193
cardinals | 4 | 0.006462035541195477
cards | 2 | 0.0016155088852988692
care | 28 | 0.00273224043715847
career | 11 | 0.00046764730890230425
careers | 4 | 0.0004494887065962468
careful | 8 | 0.0008202604326873783
carefully | 2 | 0.00042301184433164127
careless | 2 | 0.0008488964346349745
cares | 3 | 0.2
carey | 5 | 0.0035335689045936395
caribbean | 2 | 0.00019890601690701143
carl | 8 | 0.0007956240676280457
carla | 2 | 0.00019890601690701143
carmen | 2 | 0.0008203445447087777
carmine | 2 | 0.0008203445447087777
carnegie | 6 | 0.002461033634126333
carnival | 6 | 0.001257229067136032
carol | 2 | 0.00019890601690701143
carolina | 3 | 0.002461033634126333
caroline | 2 | 0.00019890601690701143
carried | 10 | 0.0017371163867979154
carries | 9 | 0.006498194945848376
carroll | 5 | 0.0004972650422675286
carruthers | 2 | 0.00019890601690701143
carry | 14 | 0.0028735632183908046
carrying | 11 | 0.00434610825760569
cars | 20 | 0.002247443532981234
carson | 2 | 0.00019890601690701143
carter | 2 | 0.00019890601690701143
cartoonist | 3 | 0.00012754017515517388
cartoons | 2 | 0.0002247443532981234
carved | 2 | 0.0004757373929590866
carvey | 5 | 0.0004972650422675286
casbah | 3 | 0.0008203445447087777
case | 63 | 0.00819672131147541
cases | 22 | 0.006756756756756757
casey | 4 | 0.00039781203381402286
cash | 9 | 0.00025508035031034776
cast | 21 | 0.0009514747859181732
castle | 2 | 0.00025144581342720644
castro | 15 | 0.00139234211834908
castro's | 2 | 0.0037174721189591076
casual | 5 | 0.0005126627704296114
casually | 2 | 0.00042301184433164127
casualties | 2 | 0.0002247443532981234
catalogue | 2 | 8.502678343678259e-05
catch | 4 | 0.00273224043715847
catcher | 4 | 0.00025144581342720644
catching | 2 | 0.0003951007506914263
category | 4 | 0.00017005356687356519
catering | 2 | 0.0007902015013828526
catfish | 2 | 0.0005028916268544129
cathedral | 2 | 0.00025144581342720644
catholic | 28 | 0.002665846406233979
catholics | 3 | 0.009230769230769232
caucus | 2 | 8.502678343678259e-05
caught | 10 | 0.001665080875356803
cause | 13 | 0.0008210180623973727
caused | 15 | 0.0021408182683158895
causes | 11 | 0.013513513513513514
cautioned | 3 | 0.0008685581933989577
cavanagh | 2 | 0.0035335689045936395
cd | 7 | 0.00029759374202873904
cdc | 7 | 0.00029759374202873904
cdc's | 2 | 8.502678343678259e-05
cease-fire | 7 | 0.00029759374202873904
cedric | 2 | 0.00019890601690701143
celebrated | 5 | 0.0007136060894386299
celebrating | 2 | 0.0007902015013828526
celebration | 3 | 0.00025144581342720644
cell | 5 | 0.00021256695859195646
cellar | 2 | 8.502678343678259e-05
cemetery | 3 | 0.00025144581342720644
cen-tennial | 2 | 0.0005028916268544129
census | 2 | 8.502678343678259e-05
cent | 58 | 0.002465776719666695
center | 56 | 0.004023133014835303
centers | 6 | 0.006756756756756757
central | 30 | 0.014431239388794566
centralization | 2 | 8.502678343678259e-05
century | 23 | 0.0010057832537088258
ceramic | 2 | 0.00020506510817184457
cerebral | 2 | 0.0008488964346349745
ceremonial | 2 | 0.0008488964346349745
ceremonies | 7 | 0.006756756756756757
ceremony | 5 | 0.00021256695859195646
certain | 32 | 0.003281041730749513
certainly | 28 | 0.005922165820642978
certificate | 2 | 8.502678343678259e-05
certify | 2 | 0.00041050903119868636
cerv | 5 | 0.0004972650422675286
chabrier | 2 | 0.00019890601690701143
chabrier's | 2 | 0.0037174721189591076
chain | 3 | 0.00012754017515517388
chains | 2 | 0.0002247443532981234
chair | 5 | 0.00021256695859195646
chairman | 53 | 0.00352024138798089
chairmen | 5 | 0.0005618608832453085
chairs | 6 | 0.0006742330598943702
challenge | 11 | 0.0008210180623973727
challenged | 2 | 0.0004757373929590866
challenging | 2 | 0.00020506510817184457
chamber | 9 | 0.0015086748805632386
chambers | 2 | 0.0002247443532981234
champion | 12 | 0.0005028916268544129
champions | 7 | 0.006756756756756757
championship | 5 | 0.00021256695859195646
chance | 20 | 0.00273224043715847
chancellor | 7 | 0.001257229067136032
chances | 7 | 0.0007866052365434319
chandler | 4 | 0.00039781203381402286
change | 27 | 0.00546448087431694
changed | 9 | 0.001665080875356803
changes | 20 | 0.002135071356332172
changing | 5 | 0.02564102564102564
channel | 3 | 0.0007543374402816193
channels | 5 | 0.0005618608832453085
chansons | 2 | 0.0002247443532981234
chanted | 2 | 0.00028951939779965256
chantey | 2 | 8.502678343678259e-05
chaos | 3 | 0.00012754017515517388
chapel | 4 | 0.0005028916268544129
chaplin | 3 | 0.0002983590253605172
chapman | 6 | 0.0005967180507210343
chapter | 6 | 0.0007543374402816193
chapters | 2 | 0.0002247443532981234
character | 17 | 0.000722727659212652
characteristic | 4 | 0.00012754017515517388
characteristics | 2 | 0.0002247443532981234
characterization | 3 | 0.00012754017515517388
characterized | 2 | 0.00028951939779965256
characters | 7 | 0.0007866052365434319
charge | 21 | 0.00273224043715847
charge-excess | 3 | 0.00012754017515517388
charged | 14 | 0.02857142857142857
charges | 14 | 0.006756756756756757
charging | 2 | 0.0007902015013828526
charities | 3 | 0.0003371165299471851
charlayne | 4 | 0.00039781203381402286
charles | 25 | 0.0023868722028841374
charley | 7 | 0.002461033634126333
charlie | 8 | 0.0007956240676280457
charlotte | 2 | 0.00019890601690701143
charm | 9 | 0.00034010713374713037
charming | 7 | 0.000717727878601456
charter | 25 | 0.00273224043715847
chartered | 2 | 0.0004757373929590866
chase | 5 | 0.00039781203381402286
chases | 2 | 0.006153846153846154
chatham | 3 | 0.0008203445447087777
check | 4 | 0.00041050903119868636
checked | 2 | 0.00028951939779965256
checks | 4 | 0.006756756756756757
cheer | 2 | 8.502678343678259e-05
cheerful | 2 | 0.00020506510817184457
cheers | 2 | 0.0002247443532981234
cheery | 2 | 0.00020506510817184457
chef | 4 | 0.00025144581342720644
chemical | 2 | 0.0008488964346349745
chemistry | 3 | 0.00012754017515517388
cherished | 2 | 0.0004757373929590866
cherkasov | 3 | 0.0002983590253605172
cherry | 4 | 0.0007543374402816193
chesapeake | 3 | 0.0016406890894175555
chest | 5 | 0.00021256695859195646
chester | 8 | 0.002461033634126333
chestnut | 2 | 0.00025144581342720644
chiang | 2 | 0.00019890601690701143
chic | 4 | 0.00041013021634368914
chicago | 47 | 0.028268551236749116
chicago's | 3 | 0.045454545454545456
chicken | 8 | 0.0005028916268544129
chief | 26 | 0.75
chiefly | 2 | 0.00042301184433164127
child | 26 | 0.0011053481846781737
child's | 4 | 0.012012012012012012
childhood | 2 | 8.502678343678259e-05
children | 79 | 0.008315541072030565
children's | 3 | 0.04477611940298507
chilly | 2 | 0.00020506510817184457
chin | 2 | 8.502678343678259e-05
china | 29 | 0.0025857782197911488
china's | 2 | 0.0037174721189591076
chinese | 16 | 0.021538461538461538
chip | 6 | 0.00025508035031034776
chisholm | 3 | 0.0016406890894175555
choice | 32 | 0.00546448087431694
choices | 4 | 0.0004494887065962468
cholesterol | 3 | 0.00273224043715847
choose | 9 | 0.0018472906403940886
choosing | 2 | 0.0007902015013828526
chords | 3 | 0.0003371165299471851
chore | 2 | 8.502678343678259e-05
choreographed | 5 | 0.0011893434823977164
choreographic | 3 | 0.00030759766225776686
choreography | 3 | 0.00012754017515517388
chores | 5 | 0.0005618608832453085
chorines | 2 | 0.0002247443532981234
chorus | 7 | 0.00025508035031034776
chose | 9 | 0.0026056745801968733
chosen | 13 | 0.003092293054234063
chou | 2 | 0.00019890601690701143
christ | 7 | 0.002461033634126333
christi | 2 | 0.00019890601690701143
christian | 29 | 0.008488964346349746
christine | 2 | 0.00019890601690701143
christmas | 7 | 0.00069617105917454
chronicle | 4 | 0.00025144581342720644
chuck | 3 | 0.0002983590253605172
church | 58 | 0.00819672131147541
church's | 3 | 0.021505376344086023
churches | 19 | 0.006462035541195477
churchmen | 2 | 0.0002247443532981234
cigarette | 2 | 8.502678343678259e-05
cincinnati | 7 | 0.0035335689045936395
circles | 5 | 0.0005618608832453085
circuit | 5 | 0.0007543374402816193
circulation | 4 | 0.00017005356687356519
circumstances | 6 | 0.0006742330598943702
circus | 5 | 0.00021256695859195646
citation | 3 | 0.00012754017515517388
cited | 8 | 0.014285714285714285
cites | 2 | 0.01694915254237288
cities | 18 | 0.0020226991796831106
citizen | 3 | 0.00012754017515517388
citizens | 25 | 0.008077544426494346
city | 156 | 0.029411764705882353
city's | 11 | 0.03003003003003003
ciudad | 3 | 0.0002983590253605172
civic | 8 | 0.001697792869269949
civil | 22 | 0.005942275042444821
civilian | 3 | 0.0008488964346349745
civilization | 3 | 0.00012754017515517388
civilized | 2 | 0.0004757373929590866
claim | 12 | 0.001026272577996716
claimed | 3 | 0.0005790387955993051
claiming | 2 | 0.0007902015013828526
claims | 6 | 0.01694915254237288
clair | 2 | 0.00019890601690701143
clarence | 4 | 0.00039781203381402286
clarified | 2 | 0.00028951939779965256
clarity | 4 | 0.00017005356687356519
clark | 8 | 0.0008203445447087777
clash | 2 | 8.502678343678259e-05
class | 15 | 0.0005951874840574781
classes | 6 | 0.0006742330598943702
classic | 12 | 0.0010253255408592228
classical | 7 | 0.000717727878601456
classics | 3 | 0.0003371165299471851
classmates | 2 | 0.0002247443532981234
classroom | 2 | 8.502678343678259e-05
classrooms | 2 | 0.0002247443532981234
claude | 2 | 0.00019890601690701143
clay | 8 | 0.0002983590253605172
clayton | 6 | 0.0008203445447087777
clean | 4 | 0.00041050903119868636
cleaner | 3 | 0.007407407407407408
cleaners | 2 | 0.0002247443532981234
cleaning | 7 | 0.0019755037534571317
clear | 26 | 0.00225571618989029
clearance | 2 | 8.502678343678259e-05
cleared | 3 | 0.014285714285714285
clearer | 7 | 0.125
clearing | 3 | 0.0003951007506914263
clearly | 16 | 0.00338409475465313
clerical | 3 | 0.00030759766225776686
clerk | 4 | 0.00020525451559934318
cleveland | 4 | 0.0035335689045936395
clever | 7 | 0.000717727878601456
cliburn | 3 | 0.0002983590253605172
cliches | 2 | 0.0002247443532981234
clicked | 2 | 0.0004757373929590866
client | 4 | 0.00017005356687356519
clients | 2 | 0.0002247443532981234
cliff | 4 | 0.00025144581342720644
clifford | 2 | 0.00019890601690701143
clifton | 2 | 0.00019890601690701143
climate | 7 | 0.00029759374202873904
climbed | 2 | 0.0005790387955993051
clint | 4 | 0.00039781203381402286
clinton | 3 | 0.0002983590253605172
clock | 3 | 0.00273224043715847
close | 33 | 0.001692047377326565
closed | 22 | 0.014285714285714285
closed-door | 2 | 0.00020506510817184457
closely | 8 | 0.001692047377326565
closer | 11 | 0.03205128205128205
closest | 4 | 0.019417475728155338
closing | 10 | 0.002765705254839984
cloth | 2 | 8.502678343678259e-05
clothes | 7 | 0.0007866052365434319
clothing | 3 | 0.00012754017515517388
cloud | 2 | 8.502678343678259e-05
clouded | 2 | 0.014285714285714285
clouds | 3 | 0.0007220216606498195
club | 68 | 0.029411764705882353
club's | 5 | 0.012012012012012012
clubhouse | 4 | 0.00017005356687356519
clubs | 11 | 0.0032310177705977385
co-operation | 5 | 0.00021256695859195646
co. | 31 | 0.0077948202162434
coach | 19 | 0.00273224043715847
coaches | 4 | 0.0004494887065962468
coaching | 3 | 0.001185302252074279
coahr | 5 | 0.00021256695859195646
coal | 2 | 0.00025144581342720644
coalition | 10 | 0.0004251339171839129
coast | 17 | 0.029411764705882353
coat | 2 | 8.502678343678259e-05
cocktail | 8 | 0.00273224043715847
cocktails | 2 | 0.0002247443532981234
coconut | 2 | 0.00025144581342720644
cocoon | 2 | 8.502678343678259e-05
cod | 3 | 0.0007543374402816193
code | 3 | 0.00012754017515517388
codes | 2 | 0.0002247443532981234
coe | 5 | 0.0004972650422675286
coexistence | 6 | 0.00025508035031034776
coffee | 2 | 8.502678343678259e-05
cohen | 2 | 0.00019890601690701143
cohn | 2 | 0.00019890601690701143
coincidence | 2 | 8.502678343678259e-05
coins | 2 | 0.0002247443532981234
col. | 3 | 0.0007543374402816193
cold | 21 | 0.0025466893039049238
collaboration | 2 | 8.502678343678259e-05
collaborators | 2 | 0.0002247443532981234
collar | 2 | 8.502678343678259e-05
colleague | 3 | 0.00012754017515517388
colleagues | 3 | 0.0003371165299471851
collect | 4 | 0.0008210180623973727
collected | 10 | 0.0019029495718363464
collection | 23 | 0.0009778080095229997
collections | 6 | 0.0006742330598943702
collective | 10 | 0.0010253255408592228
collects | 2 | 0.001444043321299639
college | 58 | 0.006537591149107368
colleges | 13 | 0.001460838296437802
collins | 5 | 0.0004972650422675286
colmer | 6 | 0.0005967180507210343
cologne | 2 | 0.00019890601690701143
colonel | 2 | 0.00025144581342720644
colonial | 3 | 0.001697792869269949
color | 40 | 0.00273224043715847
colorado | 7 | 0.0016406890894175555
colored | 5 | 0.0011893434823977164
colorful | 6 | 0.0006151953245155337
coloring | 4 | 0.001185302252074279
colors | 6 | 0.0007220216606498195
colquitt | 2 | 0.0035335689045936395
columbia | 4 | 0.003281378178835111
columbus | 7 | 0.002461033634126333
column | 4 | 0.00273224043715847
columnist | 3 | 0.00025144581342720644
columns | 3 | 0.0003371165299471851
combat | 3 | 0.00041050903119868636
combination | 9 | 0.00038262052546552165
combinations | 2 | 0.0002247443532981234
combined | 11 | 0.0019029495718363464
combines | 2 | 0.001444043321299639
combining | 2 | 0.0007902015013828526
combo | 2 | 8.502678343678259e-05
come | 78 | 0.06818181818181818
comedian | 4 | 0.00025144581342720644
comedie | 14 | 0.2765957446808511
comedie's | 2 | 0.0037174721189591076
comedy | 15 | 0.0006377008757758694
comes | 22 | 0.01588447653429603
comfort | 16 | 0.0006802142674942607
comfortable | 4 | 0.00041013021634368914
comforting | 2 | 0.0007902015013828526
comic | 2 | 0.00010253255408592229
comically | 2 | 0.00042301184433164127
coming | 28 | 0.010272619517977083
command | 5 | 0.00021256695859195646
commander | 6 | 0.00273224043715847
commands | 2 | 0.0007220216606498195
commend | 5 | 0.001026272577996716
commendable | 3 | 0.00030759766225776686
commended | 3 | 0.0007136060894386299
comment | 10 | 0.00038262052546552165
commented | 8 | 0.0017371163867979154
commenting | 3 | 0.001185302252074279
comments | 7 | 0.006756756756756757
commerce | 14 | 0.0027659039476992707
commercial | 6 | 0.00041013021634368914
commercials | 5 | 0.0005618608832453085
commission | 32 | 0.005028916268544128
commission's | 2 | 0.010752688172043012
commissioner | 15 | 0.029411764705882353
commissioners | 11 | 0.0032310177705977385
commissions | 2 | 0.0002247443532981234
commit | 2 | 0.00041050903119868636
commitment | 3 | 0.00012754017515517388
commitments | 3 | 0.0003371165299471851
committee | 94 | 0.011063615790797083
committee's | 2 | 0.010752688172043012
committees | 8 | 0.0032310177705977385
committeewoman | 2 | 8.502678343678259e-05
commodity | 4 | 0.00017005356687356519
common | 21 | 0.0019481185276325234
commonly | 2 | 0.00042301184433164127
communese | 5 | 0.0004972650422675286
communication | 11 | 0.00046764730890230425
communications | 3 | 0.0016155088852988692
communicative | 3 | 0.00030759766225776686
communism | 22 | 0.0030173497611264773
communism's | 2 | 0.010752688172043012
communist | 59 | 0.014583857178777974
communists | 27 | 0.04361873990306947
communities | 10 | 0.001123721766490617
community | 41 | 0.0017005356687356517
companies | 17 | 0.0019103270030340488
companion | 2 | 8.502678343678259e-05
companionship | 2 | 8.502678343678259e-05
company | 73 | 0.0030173497611264773
company's | 8 | 0.021505376344086023
comparable | 4 | 0.00041013021634368914
comparatively | 2 | 0.0015186028853454822
compare | 3 | 0.0006157635467980296
compared | 7 | 0.0014272121788772598
comparison | 7 | 0.00029759374202873904
compelled | 4 | 0.0009514747859181732
compelling | 2 | 0.00020506510817184457
compensation | 5 | 0.00021256695859195646
compete | 4 | 0.0008210180623973727
competence | 3 | 0.00012754017515517388
competent | 7 | 0.000717727878601456
competing | 2 | 0.0007902015013828526
competition | 11 | 0.00046764730890230425
competitive | 2 | 0.00020506510817184457
competitors | 3 | 0.0003371165299471851
compiled | 3 | 0.0004757373929590866
complacency | 2 | 8.502678343678259e-05
complained | 4 | 0.0011580775911986102
complaining | 2 | 0.0007902015013828526
complaint | 6 | 0.00025508035031034776
complaints | 2 | 0.0002247443532981234
complete | 28 | 0.002665846406233979
completed | 14 | 0.0028544243577545195
completely | 9 | 0.0030372057706909645
completes | 3 | 0.0021660649819494585
completing | 3 | 0.001185302252074279
completion | 2 | 8.502678343678259e-05
completions | 3 | 0.0003371165299471851
complex | 11 | 0.0008202604326873783
complexities | 2 | 0.0002247443532981234
complexity | 3 | 0.00012754017515517388
complicated | 2 | 0.0004757373929590866
composed | 5 | 0.0011893434823977164
composer | 10 | 0.0004251339171839129
composers | 5 | 0.0005618608832453085
composite | 3 | 0.0007543374402816193
compositions | 2 | 0.0002247443532981234
composure | 2 | 8.502678343678259e-05
compounded | 3 | 0.0007136060894386299
comprehension | 3 | 0.00012754017515517388
comprises | 2 | 0.001444043321299639
compromise | 8 | 0.00029759374202873904
compulsory | 2 | 0.00020506510817184457
comradeship | 2 | 8.502678343678259e-05
comus | 2 | 0.00019890601690701143
conant | 6 | 0.0005967180507210343
conant's | 3 | 0.6
concede | 2 | 0.00041050903119868636
conceded | 3 | 0.0005790387955993051
conceivable | 4 | 0.00041013021634368914
concentrate | 3 | 0.0006157635467980296
concentration | 4 | 0.00017005356687356519
concept | 4 | 0.00017005356687356519
concern | 19 | 0.00546448087431694
concerned | 18 | 0.004043767840152236
concerning | 3 | 0.00015891513931560547
concerns | 3 | 0.0021660649819494585
concert | 23 | 0.0008927812260862172
concerto | 7 | 0.0007543374402816193
concertos | 3 | 0.0003371165299471851
concerts | 19 | 0.2
concessions | 4 | 0.0004494887065962468
conclude | 2 | 0.00041050903119868636
concluded | 4 | 0.0005790387955993051
concluding | 2 | 0.0007902015013828526
conclusion | 5 | 0.00021256695859195646
conclusions | 6 | 0.0006742330598943702
concrete | 4 | 0.00030759766225776686
condemned | 2 | 0.0004757373929590866
condition | 17 | 0.00546448087431694
conditioned | 2 | 0.0004757373929590866
conditions | 18 | 0.0020226991796831106
conduct | 7 | 0.00025508035031034776
conducted | 15 | 0.002616555661274976
conducting | 4 | 0.0015804030027657052
conductor | 13 | 0.0005101607006206955
conducts | 3 | 0.0021660649819494585
conference | 34 | 0.001760120693990445
conferences | 4 | 0.0004494887065962468
confessed | 2 | 0.0005790387955993051
confession | 3 | 0.00012754017515517388
confidence | 13 | 0.00273224043715847
confident | 6 | 0.0006151953245155337
confined | 2 | 0.0004757373929590866
confirm | 3 | 0.0006157635467980296
confirmation | 2 | 8.502678343678259e-05
confirmed | 5 | 0.0007136060894386299
conflict | 13 | 0.00273224043715847
conform | 3 | 0.0006157635467980296
confrontation | 3 | 0.00012754017515517388
confronted | 3 | 0.0004757373929590866
confronting | 6 | 0.002370604504148558
confused | 4 | 0.0009514747859181732
confusion | 5 | 0.00021256695859195646
congestion | 4 | 0.00017005356687356519
congo | 14 | 0.0035335689045936395
congratulate | 3 | 0.0006157635467980296
congratulated | 2 | 0.0004757373929590866
congregational | 2 | 0.001697792869269949
congress | 54 | 0.005742411812961444
congressional | 14 | 0.001697792869269949
congressman | 8 | 0.001760120693990445
congressmen | 4 | 0.0004494887065962468
congresswoman | 2 | 0.029411764705882353
conjunction | 2 | 8.502678343678259e-05
conn. | 2 | 0.00019890601690701143
connally | 7 | 0.0035335689045936395
connected | 2 | 0.0004757373929590866
connecticut | 4 | 0.0008203445447087777
connection | 11 | 0.00273224043715847
conquering | 2 | 0.05128205128205128
conrad | 3 | 0.0002983590253605172
conscience | 5 | 0.00021256695859195646
conscientious | 3 | 0.00030759766225776686
conscious | 4 | 0.00041013021634368914
consecutive | 7 | 0.000717727878601456
consent | 6 | 0.022727272727272728
consequence | 3 | 0.00012754017515517388
consequences | 4 | 0.0004494887065962468
conservation | 7 | 0.00273224043715847
conservative | 10 | 0.0009227929867733005
conservatives | 2 | 0.0002247443532981234
conservatory | 2 | 0.0005028916268544129
consider | 14 | 0.0028735632183908046
considerable | 10 | 0.0010253255408592228
considerably | 10 | 0.0037965072133637054
consideration | 7 | 0.00029759374202873904
considerations | 5 | 0.0005618608832453085
considered | 20 | 0.003805899143672693
considering | 8 | 0.001185302252074279
considers | 3 | 0.0021660649819494585
consisted | 6 | 0.0017371163867979154
consistency | 2 | 8.502678343678259e-05
consistent | 4 | 0.00041013021634368914
consistently | 4 | 0.0008460236886632825
consisting | 3 | 0.001185302252074279
consists | 4 | 0.002888086642599278
conspicuously | 2 | 0.00042301184433164127
conspiracy | 14 | 0.0005951874840574781
conspirators | 2 | 0.0002247443532981234
conspired | 2 | 0.00028951939779965256
constant | 5 | 0.01098901098901099
constantly | 7 | 0.0014805414551607445
constituents | 2 | 0.0002247443532981234
constituted | 4 | 0.0008685581933989577
constitution | 5 | 0.0010057832537088258
constitutional | 10 | 0.0010253255408592228
constructed | 2 | 0.0004757373929590866
construction | 25 | 0.00273224043715847
constructive | 2 | 0.00020506510817184457
consul | 3 | 0.0005028916268544129
consult | 2 | 0.00041050903119868636
consultant | 6 | 0.00025508035031034776
consultation | 2 | 8.502678343678259e-05
consulted | 5 | 0.014285714285714285
consulting | 3 | 0.001185302252074279
consumer | 7 | 0.00029759374202873904
consummate | 3 | 0.00030759766225776686
contact | 7 | 0.00029759374202873904
contacted | 2 | 0.00028951939779965256
contain | 3 | 0.0006157635467980296
contained | 4 | 0.0005790387955993051
containing | 6 | 0.002370604504148558
contains | 3 | 0.0021660649819494585
contaminated | 2 | 0.0004757373929590866
contamination | 2 | 8.502678343678259e-05
contemplating | 3 | 0.02564102564102564
contemporary | 20 | 0.01098901098901099
contempt | 3 | 0.00012754017515517388
contemptuous | 2 | 0.00020506510817184457
